taxon_id,perm_stat,taxon
Bifidobacterium,0.9932460250771591,Bifidobacterium
Bifidobacterium,2.495395998293337,Bifidobacterium
Bifidobacterium,0.14996152017750858,Bifidobacterium
Bifidobacterium,4.124703175908955,Bifidobacterium
Bifidobacterium,1.0740525740111548,Bifidobacterium
Bifidobacterium,0.06705258440342528,Bifidobacterium
Bifidobacterium,0.1326124083787283,Bifidobacterium
Bifidobacterium,0.06113484336083486,Bifidobacterium
Bifidobacterium,0.004134218626751962,Bifidobacterium
Bifidobacterium,5.401331352200335,Bifidobacterium
Bifidobacterium,0.5169139967283508,Bifidobacterium
Bifidobacterium,1.7435745887623166,Bifidobacterium
Bifidobacterium,0.1703011070614662,Bifidobacterium
Bifidobacterium,0.22666801758084099,Bifidobacterium
Bifidobacterium,1.8429752984765706,Bifidobacterium
Bifidobacterium,0.009700807339289125,Bifidobacterium
Bifidobacterium,0.15752432147903733,Bifidobacterium
Bifidobacterium,0.7580346959547793,Bifidobacterium
Bifidobacterium,6.765939202996342e-4,Bifidobacterium
Bifidobacterium,0.165986827838326,Bifidobacterium
Bifidobacterium,0.013192684559570534,Bifidobacterium
Bifidobacterium,0.049727560407387676,Bifidobacterium
Bifidobacterium,2.00013505704034,Bifidobacterium
Bifidobacterium,1.3728408396873206,Bifidobacterium
Bifidobacterium,6.921912338312945,Bifidobacterium
Bifidobacterium,1.9150849547721078,Bifidobacterium
Bifidobacterium,0.2860554702299514,Bifidobacterium
Bifidobacterium,1.3721560456639599,Bifidobacterium
Bifidobacterium,1.8224012398957032,Bifidobacterium
Bifidobacterium,1.9183219454555667,Bifidobacterium
Bifidobacterium,0.7203462535252619,Bifidobacterium
Bifidobacterium,0.32613484062602677,Bifidobacterium
Bifidobacterium,0.22472416606660559,Bifidobacterium
Bifidobacterium,0.9967443940456973,Bifidobacterium
Bifidobacterium,0.3915447564672399,Bifidobacterium
Bifidobacterium,0.6549286500874288,Bifidobacterium
Bifidobacterium,0.16717968658052826,Bifidobacterium
Bifidobacterium,0.04440364349482163,Bifidobacterium
Bifidobacterium,1.451322915656651,Bifidobacterium
Bifidobacterium,0.19321629506634233,Bifidobacterium
Bifidobacterium,0.2736869814457844,Bifidobacterium
Bifidobacterium,0.6706321037030891,Bifidobacterium
Bifidobacterium,0.7759514940550758,Bifidobacterium
Bifidobacterium,0.4985881330701303,Bifidobacterium
Bifidobacterium,1.8090114111917002,Bifidobacterium
Bifidobacterium,0.6394112363099723,Bifidobacterium
Bifidobacterium,0.16574876859632684,Bifidobacterium
Bifidobacterium,0.12014825172551247,Bifidobacterium
Bifidobacterium,2.3740993050505375,Bifidobacterium
Bifidobacterium,0.14457815251774792,Bifidobacterium
Bifidobacterium,0.4366658235621874,Bifidobacterium
Bifidobacterium,7.710574077530816,Bifidobacterium
Bifidobacterium,0.13070357813798394,Bifidobacterium
Bifidobacterium,0.08036955177501905,Bifidobacterium
Bifidobacterium,0.016687551400759715,Bifidobacterium
Bifidobacterium,0.39447629331166406,Bifidobacterium
Bifidobacterium,0.1219786684807329,Bifidobacterium
Bifidobacterium,0.39852500878045366,Bifidobacterium
Bifidobacterium,0.08852045421797727,Bifidobacterium
Bifidobacterium,0.2873073526306472,Bifidobacterium
Bifidobacterium,1.1909587099887953,Bifidobacterium
Bifidobacterium,0.5043832142377616,Bifidobacterium
Bifidobacterium,0.8224540222626361,Bifidobacterium
Bifidobacterium,3.5030853944823996,Bifidobacterium
Bifidobacterium,0.6039274257555888,Bifidobacterium
Bifidobacterium,2.9613086852721073,Bifidobacterium
Bifidobacterium,0.00858354329718343,Bifidobacterium
Bifidobacterium,0.874131071755114,Bifidobacterium
Bifidobacterium,0.30803354020685036,Bifidobacterium
Bifidobacterium,7.017588065793851,Bifidobacterium
Bifidobacterium,1.139225284787771,Bifidobacterium
Bifidobacterium,1.1915966950905146,Bifidobacterium
Bifidobacterium,3.6724715921283457,Bifidobacterium
Bifidobacterium,4.7612835828902265,Bifidobacterium
Bifidobacterium,0.4883230561389336,Bifidobacterium
Bifidobacterium,1.2536386748525086,Bifidobacterium
Bifidobacterium,0.379567737186511,Bifidobacterium
Bifidobacterium,0.2175774345776989,Bifidobacterium
Bifidobacterium,0.006412822264917983,Bifidobacterium
Bifidobacterium,2.538051567734512,Bifidobacterium
Bifidobacterium,0.0390338572557563,Bifidobacterium
Bifidobacterium,1.2334321688078169e-4,Bifidobacterium
Bifidobacterium,1.0541547676796261,Bifidobacterium
Bifidobacterium,0.0461447987115099,Bifidobacterium
Bifidobacterium,4.066738611976466,Bifidobacterium
Bifidobacterium,1.113789333851199,Bifidobacterium
Bifidobacterium,0.2586107502965753,Bifidobacterium
Bifidobacterium,0.5489136176590729,Bifidobacterium
Bifidobacterium,3.590046889523582,Bifidobacterium
Bifidobacterium,0.0835488854838276,Bifidobacterium
Bifidobacterium,0.2904490171160178,Bifidobacterium
Bifidobacterium,1.4960255212422497,Bifidobacterium
Bifidobacterium,0.06949621511570049,Bifidobacterium
Bifidobacterium,1.9819895956494684,Bifidobacterium
Bifidobacterium,0.3132460723861667,Bifidobacterium
Bifidobacterium,5.918507752226645,Bifidobacterium
Bifidobacterium,0.4725227388058613,Bifidobacterium
Bifidobacterium,0.5602311265675467,Bifidobacterium
Bifidobacterium,3.364448985392244,Bifidobacterium
Bifidobacterium,0.08203519770935094,Bifidobacterium
Bifidobacterium,0.03996320226937327,Bifidobacterium
Bifidobacterium,0.6606174715862239,Bifidobacterium
Bifidobacterium,0.020592594230495663,Bifidobacterium
Bifidobacterium,0.07088997638290528,Bifidobacterium
Bifidobacterium,0.024084471450777068,Bifidobacterium
Bifidobacterium,0.052770738238282135,Bifidobacterium
Bifidobacterium,1.18904577969652,Bifidobacterium
